AN_BASE,NM_ENTIDADE_ENSINO,NM_PRODUCAO,DS_PALAVRA_CHAVE,NM_REGIAO,SG_UF_IES,NR_PAGINAS,DS_RESUMO,NM_GRAU_ACADEMICO,DOC_ID
2011,UNIVERSIDADE FEDERAL DA PARAÍBA,Anemia em Gestantes: Avaliação das usuárias das Unidades Básicas de Saúde do Município de Cabedelo - Paraíba,Ciências da Nutrição; Anemia Nutricional; Anemia-Gestação;,NORDESTE,PB,83,"A anemia é uma das deficiências nutricionais mais comuns no mundo, sendo mais prevalente em crianças, adolescentes, gestantes e idosos. O presente trabalho determinou a prevalência da anemia em gestantes e sua associação com aspectos socioeconômicos e o estado nutricional. Foi realizado um estudo observacional transversal com 130 gestantes acompanhadas no pré-natal das unidades de saúde da família do município de Cabedelo-PB, através de uma entrevista estruturada com questões sobre a gestação e dados socieconômicos, e uma avaliação antropométrica. Os dados bioquímicos foram obtidos através dos prontuários. As gestantes com nível de hemoglobina inferior a 11g/dl foram consideradas anêmicas. Para análise estatística dos dados, utilizou-se o SPSS (Statistical Package for the Social Sciences) versão 15.0. O nível de significância adotado nas decisões dos testes estatísticos foi de 5%, sendo utilizado o t-Student com variâncias iguais, t-Student com variâncias desiguais, t-Student pareado, Mc-Nemar e Qui-quadrado de Pearson e o teste Exato de Fisher. Observou-se a prevalência de anemia em 17,7% das gestantes, com uma média de hemoglobina de 12,28±1,56 g/dl e de hematócrito de 37,96±5%. A maior prevalência aconteceu no grupo de gestantes mais jovens (? 34 anos), que estudaram até o ensino fundamental (22,7%), e possuíam uma renda mensal de até um salário mínimo (19,2%), pertencentes às camadas econômicas mais baixas (18,8%). O percentual de gestantes com anemia foi mais elevado entre as que receberam suplementação de ferro, do que entre as que não receberam (22,2% x 7,5%), sendo a única variável com uma associação significativa (p < 0,05). O número de gestamtes que durante a gestação encontravam-se em estado nutricional de baixo peso/adequado foi o mais prevalente relacionado à ocorrência da patologia (22,1%). Concluiu-se que mesmo tendo encontrado uma leve prevalência, a anemia é um problema que ainda se faz muito presente durante a gestação, existindo uma necessidade de ampliar reforços direcionados a este grupo populacional.",MESTRADO,1
2011,UNIVERSIDADE FEDERAL DA PARAÍBA,"Elaboração e Caracterização de Queijo de Leite de Cabra ""Tipo Coalho"" com Inclusão de Leite de Vaca",Ciências da Nutrição; Derivados lácteos; Caprinocultura,NORDESTE,PB,109,"O emprego de novas tecnologias de beneficiamento de produtos lácteos da.caprinocultura leiteira pode contribuir no incremento do setor agropecuário das regiões.produtoras, em especial as microrregiões do Nordeste brasileiro. Nesta pesquisa objetivou-se.estudar o efeito da inclusão de leite bovino na fabricação de queijo de leite de cabra tipo.coalho a fim de propor a fabricação de um novo produto no mercado. O estudo foi.desenvolvido em dois experimentos distintos. No primeiro experimento, os produtos lácteos.foram preparados variando-se cinco proporções de mistura de leite: (Q1) leite de cabra; (Q2).leite de cabra e de leite de vaca - 3:1; (Q3) leite de cabra e leite de vaca - 1:1; (Q4) leite de.cabra e leite de vaca - 1:3 e (Q5) leite de vaca, nos quais se aplicou o delineamento.inteiramente casualizado com cinco proporções e três repetições (ensaios) em um único.período de estocagem (7 dias de maturação). Foram realizadas análises microbiológicas.(matéria-prima e queijos), colorimétricas, derretimento, rendimento, composição (matériaprima.e queijos) e sensorial. No segundo experimento, os queijos foram elaborados com três.formulações distintas, variando-se o tipo de leite: (QLV) leite de vaca, (QLVC) leite de vaca e.leite de cabra - 1:1 e (QLC) leite de cabra, os quais foram estimados por meio de um modelo.estatístico inteiramente casualizado com três proporções e três repetições (ensaios) ao longo.de cinco tempos de armazenamento (1, 7, 14, 21 e 28 dias). O tipo de leite utilizado.influenciou (P<0,05) na composição físico-química com teores mais elevados de gordura e.sal; no perfil lipídico para os ácidos graxos C6, C8, C10, C12, C18:1n9c e C18:2n6c; na.avaliação instrumental da textura, exclusivamente, na dureza e na colorimetria revelou o.predomínio dos parâmetros a* e b*. Nos testes sensoriais para atributos: odor de leite de cabra.e granulosidade nos queijos com maior proporção de leite caprino, destacando-se que no teste.de aceitação todos os queijos fabricados expressaram escores médios acima do padrão.estabelecido. Este estudo evidencia a qualidade e aceitação do produto elaborado, pelo.desenvolvimento ou acentuação de substâncias benéficas, podendo assim, agregar valor e.contribuir desta maneira para o crescimento do setor, por meio do aumento da produção de.derivados lácteos caprino.",MESTRADO,2
2011,UNIVERSIDADE FEDERAL DA PARAÍBA,"Relação entre níveis glicêmicos, proteína C-reativa, índice de massa corporal e retinos sérico e dietético em idosos: um estudo de base populacinal",Ciências da Nutrição; Vitamina A; Glicemia; Massa Corporal,NORDESTE,PB,103,"A avaliação da situação de saúde do idoso se torna cada vez mais relevante para a identificação das alterações que acompanham o envelhecimento e se refletem no estado nutricional. A hiperglicemia, a deficiência de vitamina A e a inflamação são aspectos importantes a serem abordados no que diz respeito à prevenção e controle de doenças crônicas. Em estudos com ratos verificou-se que a vitamina A exerce função na manutenção da glicemia, por outro lado, em humanos na idade adulta não foi observado consenso quanto a essa relação. Neste contexto, a presente pesquisa teve como objetivo principal avaliar a relação entre níveis glicêmicos, proteína c-reativa (PCR), índice de massa corporal (IMC) e retinol sérico e dietético na população idosa, procurando contribuir para um melhor entendimento sobre estas relações. Adotou-se delineamento epidemiológico transversal, de base populacional, utilizando-se uma amostragem estratificada representativa da população de idosos do município de João Pessoa/Paraíba/Brasil. Participaram do estudo 163 idosos com idade entre 60 e 90 anos, de diferentes condições socioeconômicas, portadores ou não de doenças crônico-degenerativas, exceto diabetes, e em uso ou não de medicamentos. Aplicaram-se questionários para obtenção de informações socioeconômicas, demográficas, epidemiológicas e de consumo alimentar e realizou-se avaliação nutricional e análises bioquímicas. Observou-se que a maioria dos idosos avaliados apresentou valores glicêmicos de jejum, retinol sérico e dietético e PCR adequados, o que pode ter influenciado a falta de relação múltipla entre essas variáveis (p > 0,05). As correlações significativas encontradas foram PCR com IMC (r = 0,22, p = 0,0082) e PCR com consumo energético (p = 0,0091). Com base nos resultados encontrados pela primeira vez em idosos, referentes à falta de relação entre as variáveis mencionadas, deve-se manter a ingestão diária atualmente estabelecida de vitamina A, até que se tenham resultados mais consistentes para subsidiar a necessidade ou não de modificações quanto à recomendação dessa vitamina no tratamento e prevenção de alterações da glicemia de jejum e da obesidade em idosos.",MESTRADO,3
2011,UNIVERSIDADE FEDERAL DA PARAÍBA,Consumo de Alimentos entre Adolescentes de Comunidades Pesqueiras do Rio Grande do Norte (RN),Ciências da nUtrição; Práticas Alimentares; Consumo de Alime,NORDESTE,PB,132,"O consumo alimentar é um método indireto de avaliação do estado nutricional e pode.contribuir como indicativo precoce para intervenções nutricionais em saúde pública, bem.como fornecer subsídios para as políticas nacionais de alimentação e nutrição. As práticas.alimentares e o consumo alimentar inadequados, ao atingir crianças e adolescentes, podem.relacionar-se com maior probabilidade de morbi-mortalidade por doenças crônicas não.transmissíveis quando adultos. O objetivo deste estudo foi identificar as práticas alimentares e.avaliar o consumo dietético entre adolescentes de comunidades pesqueiras do Rio Grande do.Norte, na tentativa de verificar a sua (in)segurança nutricional, bem como, conhecer a.ingestão energética, analisar possíveis associações entre a inadequação dos macronutrientes.com o sexo e a faixa etária, estimar a prevalência de ingestão inadequada de micronutrientes e.identificar práticas alimentares em torno do consumo de pescado. Trata-se de um estudo.transversal com 201 adolescentes entre 10-19 anos, de comunidades pesqueiras do município.de Macau-RN, 2008. As práticas alimentares referentes ao consumo de pescado foram.identificadas por um questionário estruturado. O consumo alimentar foi obtido por.recordatório de 24 horas, com auxílio de um registro fotográfico de alimentos e utensílios. As.informações dietéticas foram ajustadas pela variabilidade intra e interpessoal, conforme a.Iowa State University. Para estimar o gasto energético total dos adolescentes, utilizou-se a.equação da Estimated Energy Requirement (EER). A análise dos carboidratos, proteínas,.vitaminas e os minerais fósforo, magnésio, zinco e ferro, realizou-se pela Estimated Average.Requirement (EAR); fibras, cálcio e sódio, pela Adequate Intake (AI); lipídios totais, pelos.Acceptable Macronutrient Distribuition Ranges (AMDR) e o teor e qualidade das gorduras,.pelas recomendações da Academia Americana de Pediatria. Foram calculadas estatísticas.descritivas e as diferenças entre medianas verificadas pelo teste de Kruskal-Wallis. Para.detectar associações entre variáveis, utilizou-se a Razão de Prevalência (IC95%), o teste de.Mantel-Haenszel (p-valor < 0,05) e regressão logística múltipla entre nutrientes selecionados.e as variáveis sexo e faixa etária. A faixa etária predominante foi de 10-13 anos (70,1%) e o.sexo foi o masculino (59,2%). O modo de preparo do pescado mais utilizado foi a fritura.(peixes: 76,8%; mariscos: 46,1%), com consumo per capita médio de 94g. A maior.prevalência de inadequação foi o consumo excessivo de lipídios (meninas: 47,6%; meninos:.26,0%; RP=1,95, IC95%1,25-3,04) e de ácidos graxos saturados (meninas: 24,4%; meninos:.10,1%; RP=2,42, IC95% 1,25-4,67). Os adolescentes de 14-18 anos tiveram 3,05 (IC95% 1,35-.106,93) mais chances de consumir ácidos graxos saturados acima da recomendação do que os de.10-13 anos. As maiores prevalências de inadequação para os micronutrientes com consumo.inferior foram para o fósforo entre o sexo feminino (80%) e o magnésio entre o sexo.masculino (98%). As prevalências de inadequação de lipídios totais e ácidos graxos saturados.elevados, nas meninas e nos adolescentes de 14-18 anos, poderão representar indicador.precoce para o surgimento de doenças crônicas não transmissíveis nesta população. A.exposição à insegurança nutricional presente em parcela significativa dos macronutrientes e.dos micronutrientes, poderá fornecer elementos para o controle da ingestão dietética adequada.e para a prevenção de distúrbios nutricionais e doenças crônicas não transmissíveis, entre os.adolescentes da Reserva de Desenvolvimento Sustentável Estadual Ponta do Tubarão, Macau,.RN (Brasil).",MESTRADO,4
2011,UNIVERSIDADE FEDERAL DA PARAÍBA,Segurança alimentar e nutricional de crianças do semi-árido brasileiro e sua relação socioeconômico e de saúde.,Ciência da Nutrição; Segurança alimentar; Segurança Nutricio,NORDESTE,PB,157,"As prevalências de insegurança alimentar (IA) são mais acentuadas no Norte e Nordeste do.que no restante do Brasil, demonstrando a estagnação das desigualdades regionais históricas..A região do semi-árido se destaca por evidenciar as mais desfavoráveis condições de vida..Assim, o objetivo dessa pesquisa foi avaliar a situação de segurança alimentar e nutricional de.crianças menores de cinco anos de idade, residentes no município de Crato, região do Cariri.Cearense. Foram analisados dados socioeconômicos, demográficos, assistência de saúde e.situação nutricional por meio de questionário pré-codificado e situação de segurança.alimentar e nutricional a partir da Escala Brasileira de Insegurança Alimentar (EBIA). A.pesquisa teve um desenho do tipo transversal, de amostragem probabilística por.conglomerado. As unidades amostrais, em primeiro plano, foram as Unidades Básicas de.Saúde, obtidas por sorteio aleatório simples. Em segundo plano, envolveu as crianças que.foram vacinadas no Dia D da segunda fase da Campanha Nacional de Vacinação, em 14 de.agosto de 2010, por amostragem sistemática. Foi realizada associação entre as condições.sócio-econômicas, condições de saúde e de nutrição com a situação de insegurança alimentar.por meio de teste Qui-Quadrado (c2), fixando o p < 0,05. As Razões de Chance (RC),.Intervalo de Confiança de 95% e respectivos valores de p foram calculados para regressão.logística múltipla, haja vista a análise de fator de risco para IA. Os resultados são referentes a.370 responsáveis de crianças, demonstrando que 58,1% das famílias se encontravam em IA,.sendo 33,2% com IA Leve. Na área rural as chances de IA foram maiores que na área urbana.(RC=2,2), porém, a gravidade de IA foi maior na área urbana (7,9%), com p<0,05. As.condições de baixa escolaridade e cor não-branca do responsável, baixa renda per capita,.baixa classificação social, utilização de benefício social, elevado número de moradores e.crianças menores de cinco anos por domicílio foram significativamente associadas a IA. A.regressão logística apontou como indicadores de maior impacto para IA: no nível.socioeconômico, a renda familiar per capita; no nível de assistência em saúde, a visita do.Agente Comunitário de Saúde e cobertura da Estratégia Saúde da Família, pré-natal com.número de consultas insuficientes e falta de educação alimentar; e, no nível de morbidades,.destaca-se a ocorrência de febre e tosse nos últimos 15 dias. Não houve associação de.desnutrição nem de sobrepeso com a IA, mas foi observada a alta prevalência de sobrepeso.em detrimento da desnutrição, caracterizando a rápida transição nutricional presente também.nesta região. Assim, a EBIA se mostrou como indicador de vulnerabilidade social, dissociado.dos distúrbios nutricionais. Apesar disso, percebe-se a necessidade de programas direcionados.à educação alimentar dessas famílias e adequação das ações sociais e de saúde para as.populações em IA.",MESTRADO,5
2011,UNIVERSIDADE FEDERAL DA PARAÍBA,Caracterização Fenotípica de Cepas de Staphylococcus aureus Isoladas de Queijos Ricota,Ciências da Nutrição; Staphylococcus aureus; Fenotipagem;,NORDESTE,PB,75,"Este estudo teve como objetivo isolar cepas de Staphylococcus aureus de queijos ricota e caracterizá-las com relação a marcadores fenotípicos de atividade lipolítica, bacteriocinotipagem e resistotipagem. Para o isolamento, foram adquiridas 11 amostras de queijo ricota de diferentes marcas comercializadas em supermercados da cidade de João Pessoa-PB. Entre as 41 cepas isoladas, 82,9% revelaram-se lipase positiva (Lip+) e 17,1%, lipase negativa (Lip-). Com relação à bacteriocinotipagem, 9,76% mostraram-se produtoras de bacteriocinas frente a uma cepa de Staphylococcus aureus isolada de superfícies de processamento de alimentos e 55% mostraram-se sensíveis a uma cepa de Staphylococcus aureus isolada de queijo ricota. Para resistotipagem, 87,8% das cepas apresentaram-se resistentes a estreptomicina, 26,59% a penicilina e 19,51% a eritromicina. Nenhuma das cepas foi resistente a tetraciclina. Observou-se a variabilidade entre as Concentrações Inibitórias Mínimas, tanto em cepas resistentes como sensíveis, sendo tal variabilidade mais predominante com penicilina (variação de 0,015625 a 16 ?g/mL), bem como a variabilidade entre cepas do mesmo queijo. Apenas cepas resistentes a eritromicina foram submetidas ao D-teste a fim de determinar o tipo de resistência, das quais todas as cepas mostraram-se com resistência indutiva. A partir dos resultados obtidos, pode-se concluir que embora os fenótipos revelem uma resposta adaptativa relacionada às peculiaridades das pressões ambientais locais, é evidente a importância destes marcadores genéticos a fim de se distinguir novas linhagens de S. aureus daquelas endêmicas, bem como investigar possíveis impactos epidemiológicos e na segurança alimentar.",MESTRADO,6
2011,UNIVERSIDADE FEDERAL DA PARAÍBA,"Capacidade de Adesão, Formação de Biofilme e Resistência a Sanitizantes de Cepas de Staphylococcus aureus Isoladas de Serviços de Alimentaçao",Ciências da Nutrição; Staphylococcus aureus; Biofilme-formaç,NORDESTE,PB,108,"O presente estudo teve como objetivo avaliar a capacidade de adesão, a cinética de.separação, a formação de biofilmes de cepas de S. aureus isoladas de diferentes.Serviços de Alimentação e Nutrição da cidade de João Pessoa  PB, quando.cultivadas em caldo substrato base carne e caldo substrato base vegetais, e.incubadas em temperaturas de 28ºC e 7ºC por um tempo prolongado (2472 h) além.de avaliar o efeito da aplicação dos sanitizantes hipoclorito de sódio (250 mg/L) e.ácido peracético (30 mg/L) em inativar células bacterianas na matriz do biofilme.previamente formado. Nestes experimentos foram utilizadas como superfícies-testes.minisuperfícies (3 x 3 cm) de polipropileno e de aço inoxidável AISI 304, visto que.tais materiais são amplamente utilizados na composição de superfícies,.equipamentos e/ou utensílios utilizados nos variados tipos de serviços de.alimentação. Os resultados mostraram uma alta capacidade de adesão das cepas.avaliadas em caldo substrato base carne e em caldo substrato base vegetal com.contagens superiores a 5 log UFC/cm2, independente do tipo de superfície e a.temperatura de incubação. O descolamento das células nas superfícies foi de pelo.menos 103 UFC/cm2 durante os 6 primeiros contatos com o ágar para os dois tipos.de substrato utilizados, caracterizando uma alta persistência durante um tempo.prolongado de incubação (24 a 72h). Não foi encontrada uma clara influência em.relação à superfície e a temperatura utilizada na avaliação da capacidade de.adesão. Em geral, para os dois tipos de substratos utilizados foi demonstrado um.padrão de formação de biofilme semelhante, ao final de 15 dias de incubação,.quando as cepas foram submetidas às diferentes combinações de tipos de.superfícies e temperaturas de crescimento. O número de células (105  107.UFC/cm2) necessários para a formação do biofilme foi observado em todos os.sistemas experimentais já após 3 dias de incubação seguidos de uma redução linear.após o 6º dia, com exceção da cepa S28 cultivada em caldo substrato base.vegetais, que apresentou valores em torno de 104 UFC/cm2 nas primeiras 24h de.incubação. Um intervalo de 2,6  3,7 log UFC/cm2 para as cepas incubadas em.caldo substrato base carne e de 2,0  3,3 log UFC/cm2 para as cepas incubadas em.caldo substrato base vegetal foi observado na redução das células na matriz do.biofilme causado pelo ácido peracético enquanto que pelo hipoclorito de sódio a.redução foi da ordem de 2,1  2,7 log UFC/cm2 e de 1,5  2,1 UFC/cm2 para cepas.cultivadas em caldos substrato base carne e vegetais, respectivamente. A partir dos.resultados obtidos, pode-se concluir que as cepas testadas evidenciam uma elevada.capacidade de adesão e formação de biofilme em superfícies de contato de.alimentos quando expostas a diferentes meios de cultura e características.ambientais. Alem disso, os sanitizantes utilizados, apesar de reduzirem o número de.células aderidas às superfícies, demonstraram ineficácia na remoção de células da.matriz do biofilme tendo em vista o número de células viáveis encontradas após o.processo de aplicação dos sanitizantes.",MESTRADO,7
2011,UNIVERSIDADE FEDERAL DA PARAÍBA,Efeito do Consumo de Dietas Elaboradas com Mortadelas Defumadas e Não Defumadas Sobre o Perfil Lipídico e Aspectos Histopatológicos do Fígado e do Cólon Intestinal de Ratos,Ciências da Nutrição; Análise histopatológica; Mortadelas,NORDESTE,PB,105,"O maior consumo de produtos cárneos processados em relação à carne vermelha pode elevar o risco da incidência do câncer de cólon e/ ou reto e próstata. Apesar de várias evidências desta relação são necessárias mais pesquisas para indicar quais alimentos estão envolvidos com esse risco e contribuir para esclarecimento dos mecanismos da relação entre os compo-nentes da dieta e o desenvolvimento dessas doenças. Visando colaborar com mais informa-ções sobre esse importante tema, esta pesquisa foi realizada com o objetivo de, a partir do modelo experimental em animais, avaliar o efeito do consumo de dietas elaboradas com mor-tadelas defumadas e não defumadas sobre os parâmetros bioquímicos e os aspectos histopato-lógicos das células hepáticas e de cólon intestinal de ratos (wistar) machos. Foram utilizados 30 ratos com 90 dias de vida distribuídos em três grupos. O grupo Controle recebeu dieta pa-drão com caseína, o grupo Tradicional consumiu dieta elaborada com mortadela Bologna tra-dicional, como fonte de proteínas que foi completada pela caseína e o terceiro grupo consumi-ram a dieta elaborada com mortadela Bologna defumada também como fonte de proteína que foi completada com caseína (grupo Defumado), as dietas experimentais foram ofertadas diari-amente por um período de 90 dias. Foram realizadas a análise da composição centesimal e identificação de ácidos graxos das mortadelas. Durante o experimento, semanalmente reali-zou-se avaliação do consumo semanal e ganho de peso dos animais. Após o período de 90 dias os animais foram pesados e anestesiados para coleta de sangue para análise das frações lipídicas plasmáticas. Foi realizada excisão, limpeza e pesagem do fígado, baço e gordura visceral e realizada análise histopatológica do fígado e cólon intestinal. A mortadela tradicio-nal e a mortadela defumada continham respectivamente 15,27% ± 1,35 e 15,85% ± 1,89 de proteínas, 26,19% ± 0,43 e 25,38% ± 0,272 de gordura, 2,46% ± 0,049 e 3,075% ± 0,45 de carboidratos, 2,65% ± 0,507 e 3,085% ± 0,45 de resíduo mineral fixo. A proporção de ácidos de graxos monoinsaturado:polinsaturado:saturado (M:P:S) detectado foi 2,7: 1: 2,2 na morta-dela tradicional e 2,6: 1: 2,1 na mortadela defumada, não apresentando proporção recomenda-da. O consumo de dietas apresentou diferenças significativas entre os grupos e entre as sema-nas. O peso corporal dos animais do grupo defumado e tradicional aumentou de forma estável com o tempo e o grupo controle apresentou oscilações. Os níveis das frações lipídicas plasmá-ticas foram maiores nos animais do grupo defumado. Conclui-se que a qualidade e a propor-ção dos ácidos graxos monoinsaturado:polinsaturado:saturado (M:P:S) presentes nos dois tipos de mortadelas contribuíram significativamente para estes resultados e que, apesar de a composição de ácidos graxos serem semelhantes, os animais que consumiram a dieta conten-do mortadela defumada apresentaram maior desequilíbrio no perfil lipídico, que pode ter sido ocasionado pelo maior consumo da dieta. Com relação as análise histopatológica do fígado, no grupo defumado foi observado maior concentração de infiltrado mononuclear no espaço porta hepático, que pode ter sido ocasionado pela presença de substâncias químicas presente na mortadela defumada pela deposição da fumaça liquida.",MESTRADO,8
2011,UNIVERSIDADE FEDERAL DA PARAÍBA,Efeito do Consumo de Alimentos Ricos em Antioxidantes e Suplementação com Aminoácios de Cadeia Ramificada na Evolução de Indivíduos com Cirrose Alcoólica,Ciências da Nutrição; Antioxidantes; Cirrose Alcoólica;,NORDESTE,PB,103,"A cirrose caracteriza-se por uma distorção da arquitetura hepática com fibrose e o abuso do álcool é uma das principais causas de doença hepática no Ocidente. Considerando a importância de se buscar terapias que possam contribuir para uma melhora do quadro clínico em cirróticos hospitalizados, o objetivo desse trabalho foi avaliar o efeito do consumo de alimentos ricos em antioxidantes e suplementação com aminoácidos de cadeia ramificada (ACR) na evolução de indivíduos com cirrose alcoólica. A pesquisa foi descritiva, randomizada, com 25 indivíduos cirróticos de etiologia alcoólica, do sexo masculino, com faixa etária entre 18 a 65 anos, distribuídos em dois grupos experimentais, o grupo 1: suplementado com 15g de aminoácidos de cadeia ramificada e consumo de cinco porções de frutas e cinco porções de vegetais/dia, grupo 2: suplementado com 12 g de albumina e consumo de cinco porções de frutas e cinco porções de vegetais/dia e um controle, grupo 3: suplementado com 12 g de albumina e consumo de três porções de frutas e duas porções de vegetais/dia. Todos foram avaliados antropometricamente pelo índice de massa corporal, dobra cutânea tricipital, circunferência do braço, circunferência muscular do braço e pela semiotécnica no grau de edemas dos membros inferiores e da ascite, também avaliados pelos exames laboratoriais e a gravidade da doença hepática antes e após a intervenção. Todas as dietas oferecidas foram calculadas de acordo com a rotina do hospital, verificado o consumo das suplementações e dos alimentos ricos em antioxidantes, como averiguado o resto-ingestão para obtenção do percentual de desperdício bruto dos alimentos. Verificou-se nos grupos 1 e 2 melhora dos escores de Child Pugh, acreditando-se que seja devido aos alimentos ricos em antioxidantes em comparação ao grupo 3. Observou-se significância da média estimada do peso ascítico em quilos do grupo 1 e 3 antes e não após a intervenção ( 6,00 ± 0,02 e 2,70 ± 2,72, P=0,041) e (5,00 ± 2,45 e 2,00 ± 3,10 , P=0,13), expondo que ambos os grupos reduziram a média estimada do peso ascítico após a intervenção, contudo os grupos eram diferentes inicialmente ao estudo e o grupo 1 tornou-se semelhante ao grupo 3 após a intervenção, sendo esse último menos grave quanto a ascite desde o início. Entre os grupos 2 e 3 observou-se que antes da intervenção não foi significativo a média estimada do peso ascítico em quilos (5,40 ± 1,55 e 2,70 ± 2,72, P= 0,13) e após a intervenção apresentou resultados significativos (6,00 ± 0,01 e 2,00 ± 3,10, P= 0,041), logo houve redução da média estimada do peso ascítico no grupo 3 e aumento no grupo 2, considerando que esse último grupo era o mais grave, segundo Child Pugh, inicialmente ao estudo. Conclui-se que a suplementação com ACR associado a alimentos ricos em antioxidantes promoveu uma melhora significativa na ascite dos indivíduos com cirrose alcoólica descompensada, contudo é necessário mais pesquisas que possam reduzir complicações, como ascite, comum na cirrose alcoólica com a finalidade de promover qualidade de vida, reduzir re-hospitalizações e mortalidade desses indivíduos.",MESTRADO,9
2011,UNIVERSIDADE FEDERAL DA PARAÍBA,"Associação entre Hipertensão Arterial, Retinol Sérico, Proteína C Reativa e Consumo de Fibras Totais em Idosos: Estudos de Base Populacional",Retinol Sérico; Proteína C-reativa; Consumo de fibras;,NORDESTE,PB,116,"A população idosa representa hoje uma parcela significativa na maioria dos países, sendo.suscetível às doenças crônicas não transmissíveis que pode estar associada ao estado.vitamínico A e à presença de inflamação. O objetivo deste estudo foi, portanto, verificar a.associação do retinol sérico, proteína C-reativa e consumo de fibras totais com hipertensão.arterial, em idosos do município de João Pessoa. Trata-se de uma pesquisa epidemiológica.transversal, de base populacional, com 212 indivíduos entre 60 a 90 anos de idade, de ambos.os sexos, portadores ou não de doenças crônicas e em uso ou não de medicação hipotensora..O inquérito alimentar foi realizado por meio do Questionário Quantitativo de Frequência do.Consumo Alimentar, o retinol sérico por cromatografia líquida de alta resolução e a proteína.C reativa ultra-sensível (PCR-us) por aglutinação de partículas por látex; para a análise.estatística foi aplicado o Teste Exato de Fisher, na qual adotou-se nível de significância de 5%.para rejeição da hipótese de nulidade. A prevalência de hipertensão isolada foi de 48,08% e.hipertensão associada a outras morbidades 51,92%; 97,85% dos idosos hipertensos e que.faziam uso de hipotensores, apresentavam níveis adequados de retinol sérico (?1,05 ?mol/L),.89,13% apresentavam valores de PCR adequada (< 8,5 mg/dL para o sexo feminino e < 7,9.mg/dL para o sexo masculino) e 96,77% apresentavam consumo inadequado de fibras.(?30g/dia para sexo masculino e ? 21g/dia para sexo feminino). Não houve relação.significativa entre valores séricos de retinol e hipertensão (p=0,1661) ou entre valores de PCR.e hipertensão (p=0,557). Houve associação significativa entre o consumo inadequado de.fibras e hipertensão (p=0,0035), sugerindo pela primeira vez em idosos de diferentes níveis.socioeconômicos, com base na literatura consultada, que esse grupo de hipertensos deveria ser.esclarecido quanto à função positiva do consumo adequado de fibras, o que auxiliaria o.tratamento da hipertensão e consequentemente reduziria a quantidade de hipotensores.utilizados por esta população. Conclui-se que mesmo considerando o consumo inadequado de.fibras, a população idosa hipertensa apresentou, em sua maioria, valores séricos de retinol e.de PCR-us adequados, provavelmente, esses valores não se elevaram por tratar-se de idosos.hipertensos sem quadro agudo de inflamação ou de outras doenças crônicas descompensada",MESTRADO,10
