AN_BASE,NM_ENTIDADE_ENSINO,NM_PRODUCAO,DS_PALAVRA_CHAVE,NM_REGIAO,SG_UF_IES,NR_PAGINAS,DS_RESUMO,NM_GRAU_ACADEMICO,DOC_ID
2011,UNIVERSIDADE FEDERAL DE PERNAMBUCO (CAV),Perfil Enológico de uvas Viniferas no Vale do Submédio São Francisco,uvas vitivinicultura tropical safras consecutivas,NORDESTE,PE,119,resumo acompanhamento maturacao uvas destinadas vinificacao fundamental determinar perfil enologico considerando inexistencia inverno regiao vale submedio francisco possibilita producao uvas diferentes periodos ano realizada pesquisa vistas caracterizar curvas maturacao vitis vinifera l tintas  cabernet sauvignon tempranillo syrah grenache duas safras consecutivas 2008 2009 area experimental instalada propriedade comercial situada casa nova ba videiras cultivadas espaldeira enxertada sobre porta enxerto iac 766 irrigadas gotejamento amostras uvas coletadas semanalmente pintor colheita vinificacao plantas representativas cada cultivar determinadas massa bagas cascas sementes volume mosto ph solidos_soluveis_totais acidez total titulavel acucares redutores acidos organicos polifenois totais intensidade tonalidade cor resultados evidenciaram diferencas safras diz respeito tempo transcorrido pintor colheita reduzido segunda safra evolucao constituintes fisico quimicos independentemente variedade analise multivariada dados diferenciar satisfatoriamente variedades revelando semelhancas syrah tempranillo variabilidade cabernet sauvignon grenache quanto concentracao desses compostos demonstra uvas cultivares avaliadas apresentam distinto potencial enologico requer adequacao protocolos vinificacao especificos obtencao vinhos tropicais qualidade regiao,DOUTORADO,41
2011,UNIVERSIDADE FEDERAL DE PERNAMBUCO (CAV),Formulação Láctea à base de abóbora suplementada com inulina: efeitos nutricionais e na morfologia intestinal de ratos,alimento transicao carotenoides suplementacao,NORDESTE,PE,79,efeitos nutricionais morfologicos dieta elaborada formulacao lactea base flocos abobora adicionada inulina avaliados diferentes periodos desenvolvimento ratos_wistar_machos realizados dois experimentos primeiro abrangeu tres grupos 12 animais padrao caseina gc experimentais  gm+fa 6 formulacao gm+fai 6 formulacao adicionada 3 inulina durante 28 dias segundo dois grupos 12 animais gc gm+fai durante 63 dias ambos avaliados ganho peso_corporal ingestao_alimentar coeficiente eficiencia alimentar peso figado teores vitamina ss caroteno primeiro experimento segundo gordura carcaca indices bioquimicos morfologia intestino ratos registrou superioridade dietas experimentais sobre gc quanto ingestao_alimentar ganho peso_corporal gm+fai diferencas significativas gc gm+fai quanto coeficiente eficiencia alimentar teores vitamina ss caroteno significativamente superiores gm+fa apresentou significativa reducao gordura carcaca diferenca significante perfil_lipidico aumento significativo tunica muscular altura vilosidade sugerindo possivel efeito prebiotico resultados demonstram formulacao base flocos abobora inulina exerce beneficos efeitos sobre desenvolvimento crescimento ratos apos desmame alem alteracoes positivas parametros nutricionais morfologia intestinal ratos adultos palavras chave alimento transicao carotenoides suplementacao perfil_lipidico,DOUTORADO,42
2011,UNIVERSIDADE FEDERAL DE PERNAMBUCO (CAV),Repercussões metabólicas e imunológicas do uso do àlcool na lactação: estudo em ratos,alcoolismo dieta estado nutricional imunidade lactacao,NORDESTE,PE,132,embora mulheres amamentam geralmente evitem uso drogas padrao_consumo parece ser alterado devido crenca varias populacoes alcool galactogenico estudo objetivou avaliar repercussoes ingestao materna solucao aguardente cana acucar durante lactacao associada dieta experimental sobre parametros nutricionais metabolicos imunologicos descendentes ratas wistar n=12 filhotes n=72 randomizados quatro grupos 18 animais 9 machos + 9 femeas acordo dieta oferecida exposicao solucao aguardente 15 v v gde grupo dieta experimental controle gdea grupo dieta experimental alcool gc grupo dieta caseina gca grupo dieta caseina alcool avaliados peso maes filhotes ingestao hidrica materna producao leite desenvolvimento lactentes final experimento 21 dias lactacao animais sacrificados coletados sangue parametros_bioquimicos imunologicos filhotes proteina total albumina globulina apartato amino transferase ast alanina aminotransferase alt imunoglobulina iga leucograma timo baco analise histomorfometrica 1º artigo immune response in newborn rats exposed to sugarcane alcohol associated to an experimental diet avaliada toxicidade ingestao solucao aguardente associada dieta experimental sobre parametros imunologicos ninhadas gca apresentaram media peso superior demais quanto contagem celulas imunes diferenca grupos lactentes gc apresentaram media superior todos parametros diferenca animais gc gca baco unico orgao demonstrou interacao significativa grupos generos diferenca ocorreu peso relativo femeas gdea gc medias areas foliculares baco elevadas gde gdea comprovou diferenca grupos 2º artigo efeitos nutricionais metabolicos lactentes expostos ingestao materna aguardente associada dieta experimental estudo ratos analisados efeitos ingestao solucao aguardente associada dieta experimental sobre parametros nutricionias metabolicos dieta caseina gc gca promoveu maior peso lactantes apresentando diferenca relacao demais grupos 21 dias lactacao gca apresentou aumento producao leite 4º dia lactacao relacao demais 21 dias detectada diferenca pesos ninhadas segundo grupo gca apresentou peso superior demais ast alt elevadas animais expostos alcool reducao globulinas animais gca achados permitem concluir tanto dieta bebida alcoolica oferecida lactantes neste estudo modularam resposta imune estado_nutricional mesmas descendentes forma diferenciada acordo genero descritores alcoolismo dieta estado_nutricional imunidade lactacao ratos_wistar,DOUTORADO,43
2011,UNIVERSIDADE FEDERAL DE PERNAMBUCO (CAV),Evolução e determinantes da desnutrição e do excesso de peso em crianças no estado de pernambuco,desnutricao criancas excesso peso pre escolares,NORDESTE,PE,136,brasil experimentado transicao nutricional ultimos anos marcante aumento prevalencia sobrepeso obesidade populacao diferentes fases curso vida desnutricao outros problemas carenciais sido superados inclusive prevalencias excesso ponderal bem preocupantes propria desnutricao objetivou assim descrever evolucao determinantes deficit estatural menores cinco anos 1991 1997 2006 identificar prevalencia excesso_peso fatores_associados ano 2006 pre_escolares estado pernambuco analise prevalencia fatores_associados deficit estatural estatura idade < 2 escore z excesso_peso indice_massa_corporal_idade 2 escores z incluiu condicoes_socioeconomicas caracteristicas materna crianca assistencia saude realizada regressao_logistica_multipla utilizando modelo hierarquizado razoes chance bruta ajustada confundimento calculadas cada variavel exposicao relacao desnutricao prevalencia deficit estatural criancas pernambucanas anos 1991 1997 2006 24 6 16 2 8 7 respectivamente observou reducao 65 periodo permanecendo modelo final regressao fatores_associados deficit estatural criancas renda_familiar per capita escolaridade_materna numero pessoas residencia acesso bens consumo condicoes saneamento altura indice_massa_corporal materno peso_nascer prevalencia excesso_peso criancas 8 9 estado regiao metropolitana recife interior urbano rural encontradas prevalencias 10 8 3 respectivamente maiores prevalencias excesso_peso observadas criancas familias melhores condicoes_socioeconomicas maior renda_familiar per capita nivel_escolaridade acesso bens consumo melhores condicoes moradia saneamento basico assistencia saude modelo final regressao_logistica_multipla indicou escolaridade_materna bens consumo indice_massa_corporal mae fatores melhor explicaram excesso_peso criancas prevalencias excesso_peso superam desnutricao pre_escolares estado desnutricao prevalente criancas piores condicoes_socioeconomicas excesso_peso acomete principalmente criancas familias condicoes_socioeconomicas favorecidas descritores desnutricao criancas excesso_peso pre_escolares fatores_associados,DOUTORADO,44
2011,UNIVERSIDADE FEDERAL DE PERNAMBUCO (CAV),Desnutrição neonatal e bacteremia em processo de alveolite dentária em ratos: análise bacteriológica e histológica,desnutricao bacteremia alveolite dentaria,NORDESTE,PE,158,objetivo desse estudo avaliar processo alveolite dentaria aspectos bacteriologicos histologicos relacionando desenvolvimento bacteremia ratos adultos desnutridos periodo neonatal utilizados 40 ratos machos wistar amamentados maes receberam dieta durante lactacao contendo 17 caseina grupo nutrido n 8 caseina grupo desnutrido dn apos desmame animais recuperados dieta padrao labina contendo 23 proteinas mistas final experimento 90 dias animais submetidos extracao incisivo superior direito inducao alveolite deste modo primeiro artigo original intitulado peri alveolar bacterial microbiota and bacteremia after dental alveolitis in adult rats submitted to neonatal malnutrition observou maneira clara decisiva influencia condicao nutricional diante processo alveolite dentaria tanto diz respeito microbiota peri alveolar quanto desenvolvimento bacteremia segundo artigo original intitulado dental alveolitis and alveolar healing in rats submitted to neonatal malnutrition demonstrou desnutricao neonatal associada alveolite dentaria induziu maior retardo processo cicatrizacao alveolar alterando niveis osteocalcina calcio ionico conclusao desnutricao neonatal capaz promover diminuicao respostas defesa organismo adulto tanto barreira biologica quanto processo cicatricial palavras chave desnutricao bacteremia alveolite dentaria microbiota peri alveolar cicatrizacao alveolar,DOUTORADO,45
2011,UNIVERSIDADE FEDERAL DE PERNAMBUCO (CAV),Equação preditiva para avaliação da gordura visceral em mulheres jovens,gordura intra abdominal obesidade abdominal ultrasonografia,NORDESTE,PE,112,presente estudo realizado objetivo desenvolver validar equacoes_preditivas estimar volume gordura_visceral vgv posteriormente determinar prevalencia obesidade visceral partir referida equacao avaliar associacao fatores_risco cardiovasculares mulheres jovens estado pernambuco desenvolvimento validacao equacao estudadas 48 16 mulheres 19 36 anos respectivamente desenvolvimento modelo estatistico aplicou regressao_linear_multipla tipo stepwise adotando vgv avaliado atraves ultra sonografia usg variavel dependente variaveis apresentaram correlacao significativa vgv variaveis independentes idade peso indice_massa_corporal imc circunferencia_cintura cc razao cintura estatura rce glicemia_jejum gj validacao equacao utilizou teste t student amostras pareadas adotando nivel significancia 5 rejeicao hipotese nulidade determinacao prevalencia obesidade visceral avaliacao associacao fatores_risco cardiovasculares realizou estudo_transversal dados oriundos iii pesquisa estadual saude nutricao envolvendo 517 mulheres 25 36 anos seguintes variaveis avaliadas imc cc rce vgv estimado meio equacao preditiva desenvolvida pressao_arterial sistolica diastolica pas pad colesterol_total ct triglicerideo tg gj propostas validadas tres equacoes estimativa vgv equacao 1 vgv= 31 888 + 4 044ximc equacao 2 vgv= 51 891 + 248 018xrce equacao 3 vgv= 130 941 + 198 673xrce + 1 185xgj poder preditivo 34 24 45 erro padrao estimativa 18 53cm2 19 92cm2 15 19cm2 respectivamente prevalencia obesidade visceral estimada meio equacao 3 30 6 valores imc pas pad tg superiores grupo obesidade visceral idade pas pad tg ct apresentaram correlacao positiva estatisticamente_significativa vgv equacoes propostas presente estudo particularmente equacao 3 podem ser utilizadas calculo vgv mulheres jovens exames imagem disponiveis sendo ferramenta valiosa estudos_epidemiologicos servicos_saude verificada estudo elevada prevalencia obesidade visceral estando estatisticamente correlacionada fatores_risco cardiovasculares descritores gordura intra abdominal obesidade_abdominal ultrassonografia antropometria estudos validacao prevalencia,DOUTORADO,46
2011,UNIVERSIDADE FEDERAL DE PERNAMBUCO (CAV),Repercussões do estado nutricional sobre a biomecânica do sistema locomotor em crianças da região do semi-árido de Pernambuco,desnutricao biomecanica musculo esqueletico,NORDESTE,PE,109,objetivo deste estudo avaliar relacao propriedades musculares triceps sural consumo_alimentar criancas pre puberes 108+ 6 meses residentes semi arido pernambucano baixa estatura utilizado indice estatura idade oms 2007 constituidos grupos eutrofico baixa estatura be investigados dados alimentares antropometricos biomecanicos analise alimentar utilizou recordatorio 24horas realizadas medicoes antropometricas sequencia utilizado ergometro tornozelo finalidade avaliar propriedades biomecanicas musculares meio testes musculares criancas be apresentaram diminuicao consumo carboidratos proteina fibra ferro vitamina_b12 bem menor consumo_energetico alem reducao parametros_antropometricos mensurados capacidade producao forca voluntaria induzida diminuida criancas be inclusive apos normalizacao circunferencia_panturrilha atraso eletromecanico durante contracao muscular maior criancas be ocorreu quanto indice rigidez musculo tendinea normalizado torque mensura elasticidade muscular encontrado aumento indice deficit ativacao muscular grupo be assim sugerimos condicao desnutricao cronica caracterizada baixa estatura associada restricao quantitativa dieta consumida atualidade induziu alteracoes padrao elasticidade ativacao muscular identificadas grupo be segundo avaliacao biomecanica utilizada descritores desnutricao biomecanica musculo_esqueletico crescimento desenvolvimento crianca,DOUTORADO,47
2011,UNIVERSIDADE FEDERAL DE PERNAMBUCO (CAV),"Extração e caracterização de pectinas naturais por método químico, infravermelho e HPLC-ELSD",pectinas infravermelho caracterizacao estrutural elsd,NORDESTE,PE,139,trabalho consiste abordagem metodologica caracterizacao visando viabilizacao fontes naturais pectina utilizou mesocarpo melancia demais frutos tropicais fonte pectinas demonstrar caracterizacao estrutural distintos metodos analiticos considerando desde etapa extracao caracterizacao estrutural avaliado potencial acido citrico hcl diferentes forcas temperaturas distintas sobre rendimento extracao grau metoxilacao gm verificou influencia cadeia carbonica alcool durante precipitacao pectinas isoladas metodos caracterizacao estrutural pectinas padroes extraidas diversas frutas titulometrico infravermelho hplc acoplado deteccao espalhamento luz elsd determinacao gm infravermelho iv obtida partir valores absorbancia bandas 1750 cm 1 1650 cm 1 determinacao hplc avaliadas fases estacionarias ods 2 hiplex fases moveis diferenciadas otimizar separacao deteccao melhores condicoes ajustadas uso fase estacionaria hiplex fase movel h2so4 50 mm condicoes desesterificacao padroes comerciais pectinas ajustadas variando forca naoh 0 1 3 6 m tempo reacao 5 min  360 min exploradas ensaios multifatoriais obteve maior rendimento extracao pectinas 3 38 maior gm 76 21 utilizando acido citrico enquanto hcl produziu efeito desmetoxilante fase movel h2so4 50mm associada coluna hiplex fast acid mostraram eficazes separacao deteccao metanol acido acetico pectina hplc elsd otimizacao procedimento desesterificacao ajustada variavel forca molar minimizando desmetoxilacao 1 5 2 0 m p 0 02 requerendo tempo reacao 5 60 min condicoes ideais tratar padroes comerciais asseguradas estatisticamente procedeu curva extraida n=7 estudos regressao assim repassada quantificacao parametros estruturais amostras pectinas frutas avaliacoes procedidas metodo padronizacao interna externa exibiram r2 superior 0 92 enquanto amostras pectinas frutas tropicais r2 torno 0 75 independente sistema quantificacao palavras chave pectinas frutas extracao caracterizacao estrutural infravermelho elsd coluna hiplex,DOUTORADO,48
2011,UNIVERSIDADE FEDERAL DE PERNAMBUCO (CAV),Promoção da amamentação à luz do referencial de Paulo Freire,aleitamento materno promocao saude estrategias,NORDESTE,PE,164,resumo linhares f m p promocao amamentacao luz referencial paulo freire 2011 tese doutorado  programa pos graduacao nutricao centro ciencias saude universidade federal pernambuco 2011 falta preparo profissionais profissionais_saude realizar acoes educativas dialogadas parece fazer parte cotidiano atividades pro amamentacao estudo objetivo desvelar significados emergidos vivencias gestantes nutrizes familiares profissionais_saude construcao plano coletivo promocao apoio aleitamento_materno centrado categorias epistemologicas freireanas atingir tal objetivo realizada pesquisa acao seguiu sequencia metodologica sugerida le boterf 1999 estudo tipo descritivo exploratorio mediado abordagem qualitativa realizado unidade saude_familia cidade recife pe primeira fase estudo realizado estudo descritivo prospectivo exploratorio quantitativo objetivo conhecer perfil socioeconomico cultural experiencias vivencias conhecimentos teoricos sobre amamentacao gestantes nutrizes familiares profissionais_saude identificado apesar relato mulheres referente apoio amamentacao estarem presente encontra fragmentado fase analise critica problemas efetivados grupos_focais quais considerou opinioes participantes falas submetidas analise conteudo modalidade tematica proposta bardin analise falas grupos_focais emergiu quatro temas acoes educativas centradas dialogo envolvendo rede apoio_social acoes educativas escolas acoes educativas inseridas meios comunicacao aconselhamento continuo unidade saude_familia primeira estrategias implementada profissionais_saude posteriormente avaliada atores receberam acoes utilizado seguinte questao norteadora opiniao sobre assistencia prestada durante antes durante amamentacao filho ouvida opiniao atores realizaram acao utilizamos seguinte questao norteadora implementar acoes deste plano coletivo direcionado promocao apoio amamentacao comunidade segundo relato participantes estudo acoes educativas permeadas dialogo atendimento diferenciado promocao apoio amamentacao estrategias pro amamentacao centradas dialogo parecem ter rompido transmissao vertical tempo reconheceu mulher familia detentores saber capaz estabelecer interlocucao dialogica servico saude assim poderao ser utilizadas planejamento atividades educativas implantacao novas praticas promocao amamentacao unidades atencao basica saude pressupostos paulo freire fundamentais antes durante apos construcao plano acao coletivo proporcionou pesquisadora principal atores envolvidos processo amamentacao participacao ativa pesquisa principalmente concluir possivel educador educando tornarem sujeitos processo educativo processo capaz provocar mudancas descritores aleitamento_materno promocao_saude estrategias pesquisa acao,DOUTORADO,49
2011,UNIVERSIDADE FEDERAL DE PERNAMBUCO (CAV),Estado nutricional e uso de medicamentos em idosos assistidos pela Estratégia Saúde da Família.,idoso saude idoso estado nutricional uso medicamento,NORDESTE,PE,164,introducao processo envelhecimento leva reducao funcoes biologicas somadas estilo_vida inadequado estimula ocorrencia doencas_cronicas alteracoes estado_nutricional consequentemente estimula uso medicamentos idosos parcela populacao medicalizada porem nesse grupo uso medicamentos pode levar resultados indesejados ainda afetar estado_nutricional outrossim condicao nutricional inadequada pode alterar acao medicamentos diminuindo eficacia terapeutica aumentando probabilidade ocorrencia efeitos colaterais reacoes adversas interacoes medicamentos nutrientes objetivo avaliar estado_nutricional relacao uso medicamentos idosos residentes areas adscritas estrategia_saude_familia esf municipio recife metodos estudo_transversal amostra 400 individuos acima 60 anos residentes area abrangencia esf recife pe selecionados amostra_probabilistica sistematica dados coletados pesquisa domiciliar aplicacao formulario afericao peso estatura utilizados composicao indice_massa_corporal categorizado baixo_peso imc<22 eutrofia 22<imc<27 excesso_peso imc 27 analises estatisticas constituiram analises descritivas qui_quadrado pearson teste kruskal walis regressao_logistica politomica nivel significancia adotado correspondeu 0 05 resultados 66 5 idosos apresentavam alteracoes estado_nutricional 13 5 baixo_peso 53 0 excesso_peso baixo_peso apresentou prevalente idosos velhos 80 anos sexo_masculino fumantes excesso_peso prevalente idosos jovens sexo_feminino prevalencia uso medicamentos 82 4 polifarmacia ocorreu 11 casos associaram uso medicamentos maior media consultas medicas escolaridade alta sexo_feminino habito fumar excesso_peso identificadas 278 potenciais interacoes medicamentos nutrientes pimn media 0 8 dp=0 97 conclusao maior parte populacao investigada apresentou estado_nutricional inadequado excesso_peso constituiu problema nutricional prevalente prevalencia uso medicamentos idosos elevada polifarmacia obteve maior chance ocorrencia mulheres idosos 10 anos estudo verificou relacao aumento uso medicamentos alteracao estado_nutricional excesso_peso ocorrencia pimn frequente portenciais interacoes medicamentosas medicamentos envolvidos comumente empregados farmacoterapia diabetes hiperetensao resultados presente estudo evidenciam fragilidade controle estado_nutricional uso medicamentos idosos assistidos estrategia_saude_familia sinalizam necessidade adocao acoes efetivas promocao uso racional medicamentos adequado estado_nutricional voltadas necessidades populacao_idosa descritores idoso saude idoso estado_nutricional uso medicamentos polifarmacoterapia,DOUTORADO,50
2011,UNIVERSIDADE FEDERAL DE PERNAMBUCO (CAV),"MAGNITUDE, TENDÊNCIA TEMPORAL E FATORES ASSOCIADOS À ANEMIA EM CRIANÇAS DE 6 A 59 MESES DO ESTADO DA PARAÍBA.",anemia ferropriva hemoglobina retinol fatores risco,NORDESTE,PE,83,resumo carencia nutricional amplamente distribuida mundo deficiencia ferro principal causa anemia infancia importante problema saude_publica distribuicao mundial inclusive paises desenvolvimento objetivo estimar magnitude anemia analisar tendencia temporal investigar fatores_associados analisar relacao deste disturbio retinolemia desnutricao energetico proteica metodo estudo corte transversal base_populacional domiciliar amostra aleatoria 1108 criancas 6 59 meses idade ambos_sexos distribuidas nove municipios estado paraiba hemoglobina hb analisada sangue venoso contador automatico determinacao retinol serico realizada cromatografia_liquida alta resolucao hplc condicoes socio economicas demograficas criancas obtidas atraves questionario tendencia temporal anemia avaliada incremento reducao prevalencia anemia comparando prevalencias anos 1982 1992 2007 avaliacao estado_nutricional energetico proteico utilizados peso estatura indices p i i p escores z proporcoes comparadas teste_qui_quadrado_pearson teste_exato_fisher associacoes testadas modelo regressao_poisson resultados prevalencia anemia hb <11 0 g dl 36 5 ic95 33 7 39 3 incremento 88 5 casos anemia anos 1982 1992 estabilizacao prevalencia 1992 2007 analise ajustada modelo poisson demonstrou maior susceptibilidade anemia criancas 6 24 meses idade amamentadas seis meses co habitavam 08 pessoas domicilio moravam casas menos 05 comodos observou associacao direta anemia retinolemia inadequada anemia desnutricao cronica conclusao resultados revelaram apesar estabilizacao prevalencia anemia carencia ainda elevada estado paraiba associacao deste disturbio retinolemia estado_nutricional energetico proteico sugere acoes simultaneas combate deficiencias possivelmente ocasionara reducao casos anemia contexto estudado,DOUTORADO,51
2011,UNIVERSIDADE FEDERAL DE PERNAMBUCO (CAV),Potencial de aplicação dos óleos essenciais de orégano(Origanum vulgare L.) e alecrim(Rosmarinus officinalis L.) como sanitizantes naturais em hortaliças minimamente processadas.,vegetais minimamente processados atividade antibacteriana,NORDESTE,PE,135,resumo estudo objetivo avaliar atividades antibacterianas oleos_essenciais origanum vulgare l rosmarinus officinalis l isolados combinados concentracoes sub inibitorias contra bacterias deteriorantes patogenicas associadas hortalicas investigar possiveis mecanismos quais oleos exercem atividade ainda verificar influencia aplicacao desses oleos sobre atributos organolepticos hortalicas minimamente processadas conforme concentracoes inibitorias minimas pseudomonas fluorescens comportou bacteria resistente passo l_monocytogenes sensivel acao oleos_essenciais aplicados combinacao concentracoes sub inibitorias oleos_essenciais acoes potencializadas indicando efeito sinergico sozinhos concentracoes sub inibitorias oleos_essenciais causaram inumeros prejuizos todas bacterias teste significativo decrescimo p < 0 05 crescimento bacteriano in vitro microbiota propria hortalicas rapida inibicao utilizacao glicose fornecimento energia disturbios permeabilidade membranas celulares liberacao constituintes citoplasmaticos fim diversas alteracoes ultra estruturais superficie demonstrado analises microscopia eletronica avaliacao sensorial hortalicas tratadas oleos_essenciais revelou maior parte atributos avaliados situou scores gostei ligeiramente nem gostei desgostei combinacao oleos_essenciais concentracoes sub inibitorias configura interessante alternativa compostos sinteticos sanitizacao hortalicas minimamente processadas,DOUTORADO,52
2011,UNIVERSIDADE FEDERAL DE PERNAMBUCO (CAV),Efeito da suplementação materna com dupla megadose de vitamina A no pós-materno imediato sobre os níveis séricos de retinol das crianças menores de 6 meses em aleitamento materno.,suplementacao vitamina criancas retinol serico,NORDESTE,PE,117,objetivo desse estudo comparar impacto suplementacao materna pos_parto imediato 400 000 ui vs 200 000ui vitamina concentracoes sericas retinol crianca estimar periodo efeito protetor manutencao concentracoes sericas retinol criancas identificar prevalencia hipovitaminose anemia seis meses verificar associacao concentracoes retinol hemoglobina crianca ensaio_clinico_randomizado controlado triplo cego base hospitalar duas maternidades publicas cidade recife nordeste brasil periodo agosto 2007 junho 2009 alocados 276 pares mae filho dois grupos suplementacao 400 000 ui 200 000 ui vitamina concentracoes retinol criancas materna analisadas cromatografia_liquida alta resolucao hplc resultados mostraram prevalencia 4 6 ic95 2 2 9 2 baixas concentracoes retinol < 0 70 µmol l 72 9 ic95 66 6 79 7 anemia < 11g dl criancas seis meses associacao retinol serico hemoglobina p=0 002 medias concentracoes sericas retinol semelhantes dois grupos suplementacao p = 0 514 media retinol 2 meses significativamente menor media retinol quatro meses p < 0 001 mantendo nivel crescente sexto mes conclui detectados efeitos adicionais concentracoes sericas retinol criancas apos suplementacao materna dupla megadose vitamina pos_parto concentracoes retinol serico mostraram tendencia crescente sexto mes dados apontaram baixa prevalencia hipovitaminose populacao seis meses alta prevalencia anemia criancas reforca ainda tratar problema grande magnitude populacao infantil,DOUTORADO,53
2011,UNIVERSIDADE FEDERAL DE ALAGOAS,CONSTRUÇÃO E VALIDAÇÃO DE EQUAÇÕES DE REGRESSÃO PARA PREDIÇÃO DE MASSA CORPORAL E ESTATURA EM IDOSOS,avaliacao nutricional envelhecimento estudo validacao,NORDESTE,AL,127,estatura massa_corporal metodos bastante utilizados avaliacao_nutricional verificacao status saude entanto sempre possivel obte los sendo necessaria utilizacao metodos alternativos partir estudos predicao objetivo presente estudo testar amostra idosos ambos_sexos residentes municipio maceio al validacao equacoes predicao massa_corporal estatura caso validacao cruzada possivel desenvolver validar modelos predicao especificos amostra utilizada amostra selecionada 280 idosos ambos_sexos 62 homens 218 mulheres sendo submetidos avaliacao_antropometrica envolvendo avaliacao direta variaveis criterios estatura massa_corporal realizadas forma direta variaveis independentes circunferencias dobras_cutaneas comprimentos diametros osseos sendo amostras submetidas analise estatistica atraves calculos correlacao linear pearson regressao_linear_multipla teste_t_pareado validacao cruzada equacoes propostas chumlea apresentaram diferencas medias mulheres valores ec et epe alem limites permitidos homens apesar haver diferencas medias valores ec et epe extrapolaram limites validacao modelos desenvolvidos populacao caso mulheres apresentaram valores r r² epe alem limites validacao sendo submetidas processo validacao interna modelos homens submetidos validacao vez valores correlacao epe estatisticamente significativos porem passaram validacao cruzada apresentarem diferencas medias p<0 05 modelos apresentaram diferencas apresentaram valores ec et epe acima limites validacao devem utilizar metodos preditivos cautelosamente conhecendo metodologia adicionalmente estudos necessarios validacao novas equacoes,MESTRADO,54
2011,UNIVERSIDADE FEDERAL DE ALAGOAS,"Ingestão de gorduras, fibras, índice e carga glicêmicos e sua associação com perfil metabólico em hipertensos de Maceió - AL",hipertensao gordura fibra indice glicemico carga glicemi,NORDESTE,AL,90,doencas agravos transmissiveis hipertensao diabetes obesidade dislipidemias apresentam elevada frequencia sociedade atual responsaveis grande numero mortes todo mundo sabe constituintes dieta exercem influencia importante niveis lipidios glicemicos sericos assim contribuem genese complicacoes destes reconhecidos fatores_risco_cardiovascular estudos mostram gorduras dieta exercem influencias diferentes niveis lipidios sericos enquanto colesterol gorduras saturadas trans implicam efeitos hipercolesterolemicos efeito adicional ultimo reduzir hdl_c gorduras mono polinsaturadas induzem reducao ldl_c alem disso gorduras dieta sido associadas resistencia_insulina favorece hiperglicemia dietas menor indice_glicemico carga glicemica alem dietas ricas fibras sido associadas impacto cardiovascular benefico contribuir reducao lipemia glicemia possibilidades foco revisao_literatura aqui apresentada hipertensos estudados nesta dissertacao apresentavam perfil_metabolico favoravel desenvolvimento complicacoes cardiovasculares pois apresentavam elevada frequencia dislipidemias hiperglicemia sobrepeso obesidade obesidade_abdominal dieta deste grupo estudado apesar adequada quantitativamente gorduras fibras carboidratos avaliacao qualitativa revelou ig cg moderada alta caracteriza perfil pode contribuir alteracoes niveis lipoproteinas glicemia alem disso correlacao positiva verificada colesterol dieta vs tg vldl ter sido observado outras associacoes dieta lipemia glicemia pode ser decorrente variabilidade ingestao_nutrientes decorrencia aspectos ambientais geneticos diante disso demonstrou hipertensos apresentavam elevado risco_cardiovascular devido elevada frequencia dislipidemia hiperglicemia sobrepeso obesidade obesidade_abdominal sindrome_metabolica entanto modo geral verificada associacao ingestao_dietetica,MESTRADO,55
